event,samples,acc_x_mean,acc_y_mean,acc_z_mean,acc_xy_mean,acc_x_std,acc_y_std,acc_z_std,acc_xy_std,acc_x_max,acc_y_max,acc_z_max,acc_xy_max,acc_x_min,acc_y_min,acc_z_min,acc_xy_min
ROTATION_90_LEFT,18,0.023945437982727566,0.15472314715902835,-0.12317464166829982,0.6391653697875948,0.5536547719262406,0.4520504704294722,0.42813355112381357,0.32291501130376415,0.8083969883069395,1.2505302224487065,0.9316483971834182,1.3492869299201582,-0.9125430800233036,-0.5143441185455769,-0.780428492668271,0.16324569055824334
ROTATION_90_LEFT,16,0.0257545253666467,0.24360389970736573,-0.057169053822942094,0.6411315267248288,0.5275076845407572,0.44509067825133863,0.4862559535535313,0.3192549004834663,0.8704465441804379,1.2841060365751384,0.6836930425345897,1.323457595096105,-0.7301420744985342,-0.2515743488635867,-1.3130232112407685,0.1222493118917129
ROTATION_90_LEFT,20,-0.04109092347053343,0.17783599185764787,-0.05280553215771914,0.6107313128621878,0.5158964094507044,0.4592939595355528,0.33024387097373176,0.34575076466598714,1.1543565709162502,1.4107491337165237,0.6104863520264625,1.4142514759528388,-0.677807637757808,-0.3823237122800201,-0.978710592609644,0.20666294943713712
ROTATION_90_LEFT,17,0.04492722814965667,0.170846959037268,-0.06415327164425569,0.5276315970964363,0.4493313411065802,0.4164901417098877,0.39709768109849336,0.3357461564051067,0.9450498036134988,1.133847743633762,0.7814385464936494,1.2579235049648578,-0.5447575961835682,-0.3759108495630324,-0.8546353001296519,0.0422714133670049
ROTATION_90_LEFT,18,0.10970370656240008,0.18223947249463657,-0.030462260860701425,0.4680662389962235,0.38481890703618454,0.3768613997127531,0.2745180904555914,0.32564452284048606,0.8984467501316219,1.0953892720323055,0.3048375178217887,1.1830584592967157,-0.599538330097869,-0.3911104645214974,-0.7287824765831231,0.062431095628852705
ROTATION_90_LEFT,19,0.01940615750190458,0.15252817217935072,-0.06670339225640423,0.5303881118656482,0.5135550250894546,0.37033795216489845,0.4560317167700579,0.35903182270594247,1.0223631987880917,1.140279164920747,0.5403098229944706,1.1451054171991888,-1.084665414248407,-0.2157585737906396,-1.2661270200312136,0.11712234125423986
ROTATION_90_LEFT,19,0.0044144400592305314,0.1566979975188249,-0.030182618410336322,0.4652153573303545,0.42220693076240506,0.323454253261264,0.30268930312962516,0.28349840615624067,1.0281696931097657,0.9170109461523592,0.5108224472254514,1.0393795013352127,-0.5363283156102523,-0.2868235760949552,-0.5456698887228966,0.059472111531486425
ROTATION_90_LEFT,20,-0.0009448654782888436,0.17882837120238687,-0.045682752992659795,0.481718873736647,0.4327803144018794,0.4174742240067757,0.2693186137030727,0.38856247568539337,1.087719102730602,1.5791751707069577,0.3830056301295757,1.6029630920398548,-0.6116982120342552,-0.3044870969489217,-0.7627823613405227,0.009091306588389672
ROTATION_90_LEFT,22,0.055313098745561846,0.1301207898316058,-0.04066688829281113,0.4965182851687887,0.47355980762711336,0.27053379476693373,0.27032472463782536,0.24519458405398714,0.7261941405903548,0.7831499535214156,0.5624029968589545,1.0550394036659156,-0.7069542372651397,-0.253876342195645,-0.5013251355618238,0.018841281105143534
ROTATION_90_LEFT,18,0.027532657952888655,0.1206646701709574,-0.0507661807474163,0.36326077959798075,0.3211831688723103,0.2660684083996767,0.34277488606513634,0.22460953394062833,0.743793802427873,0.8044170518252998,0.5075917947411537,0.8167402143446282,-0.5599511832600459,-0.2181931074611842,-0.8063081993341445,0.09230246432535151
ROTATION_90_LEFT,20,0.019882191503965297,0.12871684928856786,-0.05511258160412312,0.41972421824502426,0.38468041319976437,0.28079025455148465,0.29081288683069806,0.24338833477966426,0.7802007483270019,0.9404181252248583,0.4792763853609562,0.9883606312420756,-0.5294108278393745,-0.2351747104655951,-0.6790957778722048,0.1052713475393727
ROTATION_90_LEFT,22,0.01830995795497492,0.1304394671804864,0.003479951070249058,0.358688949481589,0.28650510430220094,0.3308150773109753,0.35126874410751663,0.2737066921988112,0.5307974598921835,1.1141215180963278,0.6652911244034767,1.1791344190700759,-0.5448270081579685,-0.1992860893521457,-0.7436649884164332,0.044462459733786736
ROTATION_90_LEFT,18,0.08721122902558483,0.10339547224887129,-0.035844408527182216,0.4214244841258574,0.29920149199471047,0.34996161388274755,0.32620470850129213,0.208138834036221,0.6228223942473531,0.8652904035262763,0.6532382830381394,0.9026460785511699,-0.4070895028872415,-0.3777675102803856,-0.596276040366292,0.14625619311978366
ROTATION_90_LEFT,22,-0.0616742766297274,0.11803724446132437,-0.05176831400597636,0.4552369647047209,0.44290244440393145,0.2696691669373306,0.2499302447236189,0.2652467519429785,0.925726752049476,0.8353096912823617,0.4101847289562225,1.0116371991635609,-0.860336069054529,-0.3721731243394315,-0.4656429968059062,0.06247027245691419
ROTATION_90_LEFT,20,0.010615140365678816,0.18229461888758466,-0.06519950049787758,0.4660545420608761,0.45804334076458636,0.22454000530002582,0.250171709984163,0.25822877108191555,0.8366490501273423,0.7006016533680259,0.2757639835506677,0.9792608326165979,-0.7057842436376959,-0.0714691991910338,-0.6568640723198652,0.07558045966827778
ROTATION_90_LEFT,19,0.09788890409897029,0.1247104024319076,-0.07326240467350735,0.39941265850297253,0.3107240964976798,0.33095594576079324,0.23736218014859561,0.25341533693931817,0.6395795408461242,0.9804138893961906,0.2193102749228477,0.9923931466917905,-0.5046805834695697,-0.2098752148404717,-0.6871177562862634,0.01382947952285496
ROTATION_90_LEFT,22,-0.021052504874846306,0.09037178024754608,-0.0526123636146838,0.38874891337702794,0.38328292269440273,0.23993088341276855,0.36787238632328484,0.23488449623245042,0.8624225199397653,0.5562712161056697,0.6540495994210243,0.863593115006995,-0.4723416541943326,-0.2573867614693939,-0.8656956233263016,0.08029210747971147
ROTATION_90_LEFT,43,-0.008205309393060344,0.08724722064883382,-0.03133487274639828,0.4138158760574728,0.4928546291429922,0.3105790925763079,0.30455439014821367,0.4146160855998225,1.361913206616044,0.9589840748112648,0.8742366571784019,1.3906932837026706,-0.8670047331634908,-0.3894770181007683,-0.8783212961435317,0.03759208757754656
ROTATION_90_RIGHT,22,0.04875073801677843,0.2061382169480859,-0.05214734988226132,0.5217978516808865,0.48880972026441627,0.33115383844928264,0.2685041995500495,0.33221329741644845,0.8268436223626137,0.9985817065104842,0.3504781560122966,1.1710268201074252,-0.9680994014199824,-0.2646617209084332,-0.6392758086591959,0.12421231574435497
ROTATION_90_RIGHT,17,0.034745672368291125,0.21609362087821696,0.024002153588919085,0.56793039126177,0.5013773961794973,0.3611239772053363,0.27158247213767006,0.2999725484349087,1.0185879180330784,1.128274181285128,0.5735837315648794,1.1290987869262892,-0.5767290073206648,-0.2848994030993431,-0.4098620728731155,0.11855805262696449
ROTATION_90_RIGHT,21,-0.00841588788948332,0.15299380667495233,-0.048863413546482715,0.5595667420739641,0.5756106154748691,0.32571276816946393,0.4006297498227705,0.3650993438384859,1.220037322898954,1.159053277365118,0.7364981655269861,1.2260713111354373,-0.6427321596581489,-0.4425014829322695,-0.942753144043684,0.11852716341092148
ROTATION_90_RIGHT,22,0.06171620528158435,0.23804745289031407,0.006124886051904078,0.6144316474277992,0.664412241032876,0.1567735107581184,0.3669200230663556,0.3658867782231422,1.1607858733113854,0.5242145743705332,1.0640613098978997,1.3236452861307253,-1.2154159467086196,-0.028513489235565,-0.8842261362731456,0.04649241767031165
ROTATION_90_RIGHT,23,0.03562169831891787,0.13742272434938374,-0.056117379815293404,0.5564980168757881,0.5751248470940029,0.23726818379985723,0.33330460962045994,0.29046155559305914,1.00484420097135,0.5411567221473902,0.3453682656526565,1.0051790552110225,-0.8382587503463029,-0.3786091487362981,-1.058079312878847,0.0485970887540354
ROTATION_90_RIGHT,20,-0.07364504995935126,0.24034538014197712,-0.015395546695888048,0.7078437727234933,0.6876384500002345,0.24343313996379748,0.336071033648176,0.26684847569058506,0.7727776125889271,0.7139950226221233,0.77164605127573,1.3238755010528978,-1.323672907809913,-0.2319569905281066,-0.537200166541338,0.1911128556539175
ROTATION_90_RIGHT,27,-0.0016758176615642875,0.12414989208616316,-0.0699567271525109,0.5711450958054795,0.5804555812711225,0.2740319132912163,0.4082366111359106,0.2987941864327363,1.103536630391702,0.8016114198200405,0.8235358129888772,1.1694323321954527,-1.0987738729692995,-0.5275399194009601,-0.9311346024423836,0.09744949088883093
ROTATION_90_RIGHT,24,0.030146340669331636,0.10098165155799749,-0.011087941855937247,0.6372846126028671,0.6466742295572353,0.3266582904949965,0.5601958513642269,0.335697171540112,1.4723948580294846,0.6549276974298059,1.075237368428707,1.4950969816062682,-1.0054471353005616,-0.6002757044617086,-1.2325520826876162,0.11400402207965817
ROTATION_90_RIGHT,24,0.07298886248938506,0.2294282179247743,-0.058656430658946414,0.6435642889084547,0.6762865994890048,0.36043886469857217,0.4408759028624146,0.4643081112813487,1.4606637959644198,1.3869149614036085,1.255714347088337,1.5309013151689173,-1.11518973184973,-0.4003623500566929,-0.7350520583719015,0.07893343462229203
ROTATION_90_RIGHT,22,-0.008713475489710605,0.20318241097380996,-0.03145041282800112,0.611320693580767,0.6356277842185301,0.29053570387814054,0.684795949305508,0.3745041014284128,1.197199614277482,0.6675939945183694,1.550204073897004,1.40426404871085,-1.320208884961158,-0.1682246691994369,-1.3418541689276695,0.09899830502941148
ROTATION_90_RIGHT,23,-0.052799112185437,0.157781995035222,-0.07098721006499685,0.6190607077419488,0.6870983794916501,0.23412986160310176,0.3786992463872041,0.3939621909626621,1.0096432718161492,0.4754176641061902,0.800971514481306,1.4879018985363552,-1.4262274194858968,-0.3418064084526151,-0.8409621640861034,0.022345353264931287
ROTATION_90_RIGHT,20,0.009822878483082165,0.20075696927556766,-0.08381634732782839,0.6949226099251982,0.6828944794574895,0.27222271234697204,0.4346318650674511,0.2732070494980536,0.9739482005134223,0.6893620280817151,0.9985703083336352,1.2623751880221412,-1.05753066602014,-0.2778898896634578,-0.8131020972579717,0.18564855569634825
ROTATION_90_RIGHT,24,0.006211296279879763,0.1696677411028339,-0.037195027536898836,0.6213022673455265,0.6549762641091125,0.22114169297302855,0.41187432933606927,0.32430962976407796,0.8091285905171185,0.5090013692781329,0.7624187887251377,1.5257726939128438,-1.499909910812229,-0.2186183471359312,-0.7211591420978307,0.1889024990299515
ROTATION_90_RIGHT,24,-0.019489055780693893,0.20505262612276706,-0.07718543359090885,0.6481358122502326,0.6669191275770412,0.27276122380097834,0.6497874540347646,0.35370391094777665,1.0346123664431273,0.850387725687772,1.437113701289892,1.204560310386231,-1.0984095697015523,-0.1489928030502051,-1.2835124545961618,0.08418416251313814
ROTATION_90_RIGHT,21,0.01570837961464423,0.1813512216073771,-0.008683796365062404,0.7451786934707432,0.7487107168213426,0.3508459972384957,0.45046008333975135,0.36796273113664274,1.2920973275899887,0.9680357615992428,0.9071177670389412,1.4438268860065253,-1.199377542838454,-0.533647844354622,-1.1412485944747923,0.09574949503987919
ROTATION_90_RIGHT,22,0.0007972874423891039,0.19703517858364022,-0.062247037922387755,0.6936005475631859,0.6993925668206814,0.34287267378017294,0.404447663670212,0.3786733358552463,0.9961999259404838,1.0179676672428846,0.6469283692389727,1.5839835002901217,-1.554868266315758,-0.3961567881256341,-0.9246890795648096,0.1831987381912008
ROTATION_90_RIGHT,24,0.04772995041694763,0.14759276961532108,-0.0038884588059037994,0.5565013296341651,0.555400800110357,0.2725742457957659,0.5374805691373395,0.29106018528883537,1.0874325408741832,0.6670123952381313,1.0429723446398973,1.1496596245885855,-0.8656339562669396,-0.3731055098187178,-1.1140297481596468,0.1191957183158172
ROTATION_90_RIGHT,19,-0.051742794595701684,0.20808149021026723,-0.0424909881343967,0.650678820833889,0.6688695826014216,0.2271348424610797,0.4729629229942353,0.31717811395574275,1.1989235885258764,0.5622484638843686,0.8180740404516458,1.2392100109371855,-1.1949318154759705,-0.3282977422557771,-1.3686357928693291,0.17817101931933058
ROTATION_90_RIGHT,23,-0.0025169353732434558,0.13431842548411496,-0.01950381813515788,0.5595097426260189,0.5523700811376037,0.3041344042015636,0.37799318516581454,0.29866004119839523,0.8103734760116785,0.6409038482524454,0.4929577047109603,1.1376076657676144,-1.1065749751742928,-0.4446536925300955,-0.9218938958883284,0.0988361898704699
ROTATION_90_RIGHT,33,0.056019109960543836,0.11357892884428075,-0.08194371632111797,0.6001319467523243,0.6509296679255665,0.3953982651423263,0.4446758497067739,0.47452653209949297,1.8491230153247715,0.8438521864391862,0.9995148957073688,1.856086145385725,-1.7170207759946583,-1.0647228425465525,-1.526688758274913,0.012670915591341605
ROTATION_90_LEFT,25,-0.034510179673619565,0.23938200550405678,-0.07859338705384729,0.5114810927067871,0.41136738106812276,0.4021975188585882,0.3940438881464836,0.34554955715385666,0.7156694586403668,1.281393562746048,0.7522527840197086,1.3114989500364616,-0.9966679818436502,-0.2409962562259286,-0.8577584005862474,0.10969872911745482
ROTATION_90_LEFT,22,0.04619597819848091,0.12436166004930534,0.03390434199761258,0.5007460576203816,0.527583031365297,0.2121602755378739,0.3864902442470532,0.28125946961833187,1.0223097150351852,0.5098665347401052,0.7251701313048601,1.0642170505546629,-0.7179398147251457,-0.322746683999896,-0.6291752704054117,0.12934523934993766
ROTATION_90_LEFT,21,-0.01995142803481622,0.11253017448248964,-0.022410764091213536,0.4616813168686325,0.45589621687677984,0.25114763947877977,0.24748869941572313,0.2466242724219639,0.9277684870101512,0.7873747316095978,0.571939471489191,0.9282541817910419,-0.6793994369938969,-0.2158895797591656,-0.4686977082014084,0.1876844139721769
ROTATION_90_LEFT,18,-0.06930761187309921,0.13970841972161496,-0.030673727891014673,0.509242233589402,0.5129665869457692,0.25702384862833905,0.27450845400349516,0.28348977156301663,0.7245183893978595,0.7597732426524162,0.5057680864453316,1.1385563808173516,-1.1363069002889097,-0.3602635639023036,-0.4768225624680519,0.13882095956116164
ROTATION_90_LEFT,21,0.040219134166495266,0.15596580822306375,-0.06262606494228044,0.5555989929916574,0.5623830005317731,0.23490012267054178,0.36444898266367487,0.2730714403702989,1.0951825704790652,0.7633380224619061,0.860435510841012,1.101304046907841,-0.9202428407456724,-0.0972273253038525,-0.8728501712560653,0.1157680692317616
ROTATION_90_LEFT,21,0.004874386968688759,0.10864837505097194,-0.009639712329705551,0.4018496754374713,0.3899303706924525,0.32404721061350733,0.3349593188608252,0.3160927228917191,0.911469532507658,1.0214559477500618,0.5467699589192867,1.0558573875441184,-0.5744627794217319,-0.3044081864938139,-0.6787947490990162,0.0381039221956764
ROTATION_90_LEFT,20,-0.010455626625271977,0.1343127330668643,-0.05994143383920193,0.39051111236335045,0.3485132275837289,0.254314362742883,0.3117747242687118,0.2114628327825406,0.6765399559095502,0.8097272139973938,0.3400648985475301,0.8106272047501484,-0.6760487383265048,-0.1707631747011095,-0.7159767710238695,0.06050714205642196
ROTATION_90_LEFT,22,0.04607858945199619,0.1032177646788345,-0.08386329506324096,0.4090852467717498,0.4082017578898745,0.25142477652572087,0.2815392547864397,0.2605932658423983,0.9003811522603035,0.7667923276342451,0.3417331240206956,0.9709959724718351,-0.595703537707962,-0.2360860531568527,-0.5538280607372522,0.041417620647377515
ROTATION_90_LEFT,22,0.004116769817896951,0.14740385169775477,-0.04010197445560584,0.4411875654279928,0.47976586475728933,0.20805286586748598,0.36832732250457856,0.30385234027002495,1.0280597299292682,0.584507203574106,0.4664087204813957,1.1344363823895194,-0.9722639737535268,-0.1706882828339934,-0.8650807062983512,0.07170386782059039
ROTATION_90_LEFT,20,-0.014847245983737517,0.08604064674096183,-0.049371319925338025,0.3904293907725255,0.37209330060646756,0.3021099549700678,0.3517714587121675,0.27801170216135085,0.6449345650732516,0.8994920944660901,0.5034416893243789,1.2180980803568344,-0.8213871835876255,-0.2029706230837851,-0.7955021431595086,0.043392647492974945
ROTATION_90_LEFT,21,0.013595582731712293,0.17720635079288233,-0.05749209784766039,0.5116261433794906,0.4494363499976535,0.29485371237494684,0.26556239957137157,0.21736753539653447,0.7862245386611669,0.9185286572389304,0.3699596860736608,1.0659066307034715,-0.6137026106592267,-0.2309378766134381,-0.6455237631380558,0.06907811634706344
ROTATION_90_LEFT,22,-0.0019573361024122823,0.10632670044304633,-0.07786857140849936,0.44213871845936714,0.42033532863922474,0.24913595471637395,0.34271920950964485,0.2140156765293548,0.7271771602783351,0.7568505601387471,0.5537789608985185,0.8304615909692216,-0.7116957327038049,-0.2047219602631405,-0.8277291730254888,0.14342647395601188
ROTATION_90_LEFT,20,0.008554146322053837,0.09660012966295703,-0.05134668242543935,0.41476153542381117,0.42332885646797647,0.21278097751190317,0.3063754643859011,0.23087143621508951,0.719812111403048,0.5017518730739131,0.5691127236306667,0.8955014740440782,-0.741733070505783,-0.2085544876307249,-0.6307178236722946,0.051642708400640946
ROTATION_90_LEFT,23,-0.026460909050983444,0.072786756004879,-0.025824634538266975,0.3462819674572701,0.3759412504647905,0.18319744386862494,0.3004100104374576,0.23622478532550226,0.7586380280774087,0.5054477319171652,0.5103992533773184,0.8920710195460152,-0.7975585642326622,-0.2262753646951168,-0.5824211180150508,0.06815989181445732
ROTATION_90_LEFT,20,-0.016500415451666344,0.14643689706252888,-0.08635171102434396,0.4417462636425542,0.3925293367760177,0.3080457627494486,0.28397304493880726,0.25772111744459597,0.8589735485296696,0.9119225369721652,0.4621358654677868,0.9338514098998679,-0.5415979631088673,-0.2629261292874812,-0.6589186667621135,0.07311977131792056
ROTATION_90_LEFT,24,0.003707887207763267,0.09670503216253128,-0.026265807729090245,0.45043019201275536,0.4183611130665025,0.24600034999795078,0.39364098827686606,0.183320642472253,0.6893745953023434,0.6544727932691574,0.8875508967816829,0.7615068737097631,-0.7609465972807258,-0.243415117403306,-0.98627079873085,0.16647474357077507
ROTATION_90_LEFT,22,-0.011862096263341266,0.08793365641698582,-0.05599905687435107,0.3870313929016824,0.35149888681040126,0.2635563891461907,0.2363681550039462,0.21055894222191268,0.7591165323093533,0.7378503838535397,0.4567413129478693,0.8329177260934486,-0.4220999519491568,-0.2774708605337888,-0.4581599475741386,0.029403490428352906
ROTATION_90_LEFT,21,-0.03763134572808631,0.12719422821812326,-0.06714377895891666,0.4732698465800028,0.4317398004277916,0.26459190617991885,0.4085457150555905,0.19924553041505405,0.8577981480747461,0.6285752586856485,0.6973176632612943,0.8578203019159011,-0.6345998527374118,-0.482785014536418,-1.004546460133791,0.12572665381892476
